Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,Reference,Reference,Event Id,Event Date,Event Duration
1383.7500000000,1,6018.2050781250,7022.6923828125,624.4871826172,6082.6923828125,4108.5898437500,389.7435913086,4629.2309570313,142.1794738770,6631.4101562500,1596.9230957031,5214.4873046875,3098.4614257813,6387.8203125000,7781.0258789063,3159.8718261719,1146.0256347656,,,
1383.7578125000,1,3472.5642089844,2659.4870605469,6017.4360351563,8202.3076171875,971.7948608398,5857.6923828125,2650.6411132813,7558.5898437500,3982.5642089844,2549.4870605469,6810.6411132813,4481.6665039063,4029.2307128906,6662.8203125000,25.6410160065,7460.3847656250,,,
1383.7656250000,1,1700.2563476563,3848.5898437500,1186.0256347656,5957.9487304688,5571.6665039063,1225.6409912109,2651.4101562500,8333.7177734375,1569.4871826172,6187.1796875000,5395.3847656250,6991.0258789063,6147.8203125000,3129.7436523438,2055.8974609375,3723.2050781250,,,
1383.7734375000,1,1927.4359130859,593.5897216797,3662.1794433594,3725.7692871094,5251.1538085938,7873.3334960938,6835.0000000000,5278.5898437500,3631.5385742188,1315.5128173828,3335.5129394531,1862.6922607422,72.8205032349,3958.9743652344,1605.6409912109,1562.1794433594,,,
1383.7812500000,1,1106.7949218750,2134.3588867188,1785.1281738281,6386.4101562500,2039.4871826172,4770.6411132813,4828.5898437500,5312.9487304688,5581.1538085938,4594.8715820313,7758.2050781250,890.1281738281,2889.6154785156,5665.7690429688,5631.5385742188,7650.8974609375,,,
1383.7890625000,1,5708.7177734375,2807.9487304688,3073.5898437500,5405.1284179688,1503.7178955078,3070.7692871094,3012.9487304688,4450.5126953125,3347.6923828125,1336.1538085938,2926.7949218750,8295.6406250000,2904.6154785156,831.1538085938,2440.6411132813,460.0000000000,,,
1383.7968750000,1,3772.1794433594,6757.8203125000,6270.5126953125,3176.6667480469,6572.4360351563,1861.9230957031,959.2307739258,2905.7692871094,2836.1538085938,7897.8203125000,782.4359130859,3116.1538085938,2064.2307128906,4078.0769042969,2121.9230957031,778.4615478516,,,
1383.8046875000,1,5520.0000000000,4568.8461914063,1644.8718261719,3101.4101562500,4434.6152343750,3244.8718261719,2047.3077392578,3793.3332519531,5859.4873046875,6632.4360351563,3206.6667480469,6032.9487304688,3333.3332519531,2670.6411132813,8228.9746093750,6536.5385742188,,,
1383.8125000000,1,984.2307739258,2456.7949218750,8294.2304687500,74.1025543213,6795.0000000000,7214.6152343750,4773.8461914063,2958.5898437500,297.5640869141,5548.9741210938,5901.1538085938,4874.6152343750,8102.8203125000,23.0769138336,2280.7692871094,2435.2563476563,,,
1383.8203125000,1,7279.3588867188,7653.4614257813,2878.7180175781,7618.2050781250,3126.4101562500,2632.4357910156,5949.1025390625,6239.8715820313,4200.1284179688,2466.0256347656,4617.3076171875,7894.3588867188,4239.7436523438,4644.4873046875,3226.9230957031,3676.9230957031,,,
1383.8281250000,1,3366.2819824219,7425.6411132813,7943.2050781250,1223.2050781250,624.8717651367,1589.7435302734,2792.0512695313,4265.6411132813,4197.5639648438,4410.1284179688,5759.8715820313,3119.1025390625,1933.2050781250,4543.7177734375,2454.7436523438,5052.3076171875,,,
1383.8359375000,1,963.3333129883,8350.6406250000,7394.6152343750,3733.0769042969,1294.8718261719,1720.8974609375,5403.0771484375,8117.9487304688,7469.6152343750,3759.3588867188,448.2051086426,6640.6411132813,5676.2822265625,442.6922912598,3841.6667480469,359.4871826172,,,
1383.8437500000,1,3751.5385742188,7050.0000000000,8073.8461914063,7618.0771484375,8132.6923828125,1746.0256347656,2274.1025390625,1338.3333740234,3423.9743652344,3007.1794433594,6821.1538085938,6583.2050781250,5512.1796875000,250.1281890869,4426.7949218750,2006.2821044922,,,
1383.8515625000,1,6166.6665039063,2054.3588867188,1045.6409912109,5060.8974609375,3113.3332519531,2578.5898437500,5972.3076171875,1004.8717651367,4447.3076171875,8167.9487304688,4120.7690429688,1311.0256347656,7077.9487304688,5271.4101562500,3036.0256347656,1996.4102783203,,,
1383.8593750000,1,3594.8718261719,6793.2050781250,4179.6152343750,6118.2050781250,6815.7690429688,5360.0000000000,7018.5898437500,4805.3847656250,30.6410160065,7848.9746093750,7953.9746093750,7216.0258789063,5695.1284179688,389.6153869629,313.7179260254,7380.5126953125,,,
1383.8671875000,1,7819.6152343750,2715.3845214844,7356.5385742188,3532.1794433594,2291.9230957031,2919.4870605469,5016.0258789063,1226.4102783203,2565.6411132813,7643.7177734375,5582.6923828125,7814.4873046875,3696.4101562500,6356.7949218750,1081.1538085938,7421.9228515625,,,
1383.8750000000,1,4525.1284179688,4583.2050781250,7610.1284179688,6403.4614257813,2914.1025390625,8182.5639648438,202.0512695313,7140.5126953125,4740.5126953125,5095.6411132813,4466.0258789063,5423.7177734375,5042.0512695313,5979.2309570313,4964.2309570313,3545.1281738281,,,
1383.8828125000,1,1311.0256347656,7680.2563476563,5040.6411132813,4917.0512695313,2560.8974609375,4144.7436523438,1586.2821044922,5559.4873046875,6563.7177734375,337.3076782227,6610.5126953125,6824.1025390625,89.6153793335,2255.8974609375,4262.3076171875,4193.8461914063,,,
1383.8906250000,1,1274.2307128906,1847.4359130859,5154.1025390625,3800.6411132813,6561.7949218750,1510.5128173828,1241.2821044922,8050.7690429688,2522.9487304688,1912.6922607422,1460.5128173828,7614.1025390625,2.0512731075,4771.9228515625,1060.3846435547,3289.8718261719,,,
1383.8984375000,1,8087.0512695313,7428.8461914063,1938.5897216797,4014.6154785156,4106.2822265625,4460.3847656250,283.9743652344,763.7179565430,7489.6152343750,823.8461303711,3368.0769042969,1453.8461914063,6687.6923828125,3293.9743652344,3004.8718261719,1926.7949218750,,,
1383.9062500000,1,2526.4101562500,4770.1284179688,2406.5385742188,2896.6667480469,2421.6667480469,2929.6154785156,6422.4360351563,1655.6409912109,5857.5639648438,141.1538391113,8251.7949218750,2381.7949218750,1683.0769042969,6877.9487304688,6200.0000000000,5507.3076171875,,,
1383.9140625000,1,5356.9228515625,7472.9487304688,2972.0512695313,3774.8718261719,5758.2050781250,900.1281738281,3867.1794433594,5311.9228515625,6379.6152343750,5020.3847656250,5205.1284179688,2463.0769042969,283.0769042969,2170.5126953125,8277.5644531250,2936.1538085938,,,
1383.9218750000,1,2024.6153564453,4698.4614257813,5207.3076171875,4389.8715820313,7378.0771484375,2253.3332519531,2753.3332519531,3206.7949218750,7540.1284179688,5386.5385742188,7002.8203125000,616.2820434570,5487.5639648438,4693.5898437500,7573.4614257813,5974.2309570313,,,
1383.9296875000,1,7730.6411132813,4900.5126953125,8237.1796875000,6552.3076171875,6062.3076171875,7659.7436523438,4435.5126953125,3945.8974609375,3526.7949218750,8359.8720703125,3274.1025390625,2084.3588867188,8384.3593750000,6731.7949218750,264.8717956543,2820.3845214844,,,
1383.9375000000,1,4893.3334960938,2057.6923828125,8125.8974609375,7958.4614257813,6581.0258789063,6299.8715820313,4431.7949218750,7696.9228515625,4282.9487304688,5588.8461914063,2445.6411132813,398.9743652344,554.4871826172,5469.3588867188,5081.9228515625,7064.2309570313,,,
1383.9453125000,1,5031.6665039063,1984.2307128906,3864.6154785156,630.0000000000,3863.4614257813,5215.8974609375,7328.7177734375,5499.7436523438,1938.9743652344,747.9487304688,3970.3845214844,3268.0769042969,4836.9228515625,6372.3076171875,6882.3076171875,3298.8461914063,,,
1383.9531250000,1,6809.4873046875,4140.5126953125,7408.3334960938,4528.7177734375,6736.0258789063,1850.5128173828,1128.9743652344,7499.4873046875,3580.6411132813,2930.5129394531,685.3845825195,6943.5898437500,3766.7949218750,1717.3077392578,3699.1025390625,5688.7177734375,,,
1383.9609375000,1,5911.0258789063,7919.2309570313,1929.1025390625,403.2051086426,5113.4614257813,500.8974304199,2612.4357910156,889.3589477539,8339.3593750000,4910.6411132813,6119.2309570313,6335.2563476563,3386.5385742188,7211.1538085938,3416.4101562500,6976.6665039063,,,
1383.9687500000,1,4378.8461914063,5419.7436523438,5176.1538085938,7012.4360351563,6340.6411132813,4401.5385742188,2197.0512695313,3999.7436523438,2373.7180175781,2300.0000000000,2018.8461914063,3108.3332519531,1968.9743652344,7616.9228515625,7169.3588867188,1772.3077392578,,,
1383.9765625000,1,1411.4102783203,60.2564010620,4161.9228515625,3118.5898437500,1366.9230957031,2698.5898437500,4608.0771484375,834.4871826172,4371.2822265625,2456.1538085938,1412.4359130859,5975.3847656250,1108.9743652344,6342.1796875000,2842.1794433594,4503.4614257813,,,
1383.9843750000,1,7251.9228515625,358.7179260254,4965.0000000000,8183.5898437500,5854.8715820313,3315.6411132813,3787.3076171875,2091.0256347656,3521.7949218750,3488.8461914063,3321.9230957031,8341.4101562500,7443.0771484375,2410.5126953125,6895.2563476563,6445.2563476563,,,
1383.9921875000,1,6676.1538085938,1812.5640869141,7263.3334960938,4267.0512695313,4743.9741210938,7877.8203125000,82.3076858521,8067.0512695313,5536.6665039063,602.4359130859,5516.5385742188,4395.8974609375,987.6923217773,3025.1281738281,484.7435913086,248.3333282471,,,
1384.0000000000,1,4266.0258789063,4148.8461914063,1551.9230957031,5888.2050781250,662.9487304688,843.0769042969,970.8973999023,4427.4360351563,3192.6923828125,5350.1284179688,7601.4101562500,2770.1281738281,4565.8974609375,5408.5898437500,335.8974304199,7707.1796875000,,,
1384.0078125000,1,4827.0512695313,5922.1796875000,2403.9743652344,8312.4355468750,7053.7177734375,7355.3847656250,2929.3588867188,3950.1281738281,5267.5639648438,7897.8203125000,4337.1796875000,6022.9487304688,1885.3846435547,615.1281738281,7810.0000000000,6515.6411132813,,,
1384.0156250000,1,1227.6922607422,5006.4101562500,5414.8715820313,1045.6409912109,1629.2307128906,5168.7177734375,8257.1796875000,2757.8205566406,2667.1794433594,1503.9743652344,7086.0258789063,6276.0258789063,6014.2309570313,7513.5898437500,2018.0769042969,7249.3588867188,,,
1384.0234375000,1,7959.7436523438,3096.0256347656,534.1025390625,6928.5898437500,5653.7177734375,7375.5126953125,5859.6152343750,8228.7177734375,4576.0258789063,2185.0000000000,6835.5126953125,4845.3847656250,6788.3334960938,1006.7948608398,2464.7436523438,4204.7436523438,,,
1384.0312500000,1,2824.1025390625,1587.8205566406,7544.3588867188,4611.5385742188,1247.0512695313,7557.5639648438,970.2564086914,7802.6923828125,2829.8718261719,5737.8203125000,1360.5128173828,3225.2563476563,8262.6923828125,2359.4870605469,5314.2309570313,1794.2307128906,,,
1384.0390625000,1,6981.2822265625,2039.4871826172,155.5128173828,251.1538391113,1232.9487304688,376.5384521484,3972.0512695313,7988.3334960938,5327.5639648438,7202.9487304688,8110.0000000000,1242.1794433594,5235.1284179688,7563.8461914063,862.5640869141,3293.7180175781,,,
1384.0468750000,1,4075.2563476563,1886.2821044922,2972.6923828125,4221.4101562500,8278.2050781250,6681.0258789063,6016.4101562500,8118.5898437500,2537.3076171875,3437.4357910156,8016.5385742188,7103.5898437500,7568.2050781250,499.1025695801,1788.8461914063,404.8717956543,,,
1384.0546875000,1,5737.8203125000,3922.3076171875,5749.3588867188,1173.8461914063,6025.2563476563,3009.8718261719,2928.4614257813,385.2564086914,503.5897216797,1114.4871826172,2849.6154785156,4854.8715820313,4484.1025390625,1205.2563476563,2131.7949218750,831.2820434570,,,
1384.0625000000,1,2912.8205566406,5103.8461914063,5389.7436523438,313.9743652344,219.4871673584,8165.2563476563,7308.3334960938,1140.8974609375,4221.2822265625,4118.2050781250,2392.6923828125,3729.8718261719,877.3076782227,7783.2050781250,6242.3076171875,790.2564086914,,,
1384.0703125000,1,543.4615478516,1873.8461914063,2037.1794433594,6064.2309570313,3681.1538085938,2159.1025390625,289.6153869629,7419.2309570313,2975.0000000000,4176.7949218750,467.0512695313,5579.3588867188,2139.2307128906,3573.8461914063,2217.8205566406,2158.2050781250,,,
1384.0781250000,1,3887.0512695313,3988.5898437500,6667.6923828125,1571.1538085938,3413.2050781250,1187.0512695313,6496.6665039063,8133.7177734375,4093.2050781250,540.8973999023,1305.6409912109,6899.4873046875,6000.8974609375,3698.4614257813,5852.9487304688,1763.3333740234,,,
1384.0859375000,1,6307.8203125000,5146.6665039063,768.9743652344,3606.7949218750,4525.3847656250,544.2307739258,6472.5639648438,3153.7180175781,761.0256347656,4957.5639648438,1719.4871826172,3146.0256347656,4418.3334960938,6523.7177734375,4261.4101562500,7982.0512695313,,,
1384.0937500000,1,3760.0000000000,3238.0769042969,1643.9743652344,4074.6154785156,4787.4360351563,1417.1794433594,7167.6923828125,813.9743652344,7888.0771484375,5057.0512695313,4316.1538085938,3165.1281738281,2997.5642089844,1062.4359130859,7835.8974609375,5167.1796875000,,,
1384.1015625000,1,3227.0512695313,6938.0771484375,6176.5385742188,5115.3847656250,2389.4870605469,1251.5384521484,2704.2307128906,7386.9228515625,7997.3076171875,6736.7949218750,6824.8715820313,2010.3846435547,3312.4357910156,6528.2050781250,837.1795043945,1192.1794433594,,,
1384.1093750000,1,2369.2307128906,5309.8715820313,3238.5898437500,189.1025543213,8183.2050781250,2711.1538085938,6915.3847656250,8068.4614257813,3506.9230957031,6943.0771484375,1038.7178955078,1816.7949218750,6739.4873046875,4281.7949218750,3469.3588867188,1896.9230957031,,,
1384.1171875000,1,2366.5385742188,5124.7436523438,8042.3076171875,1569.4871826172,1162.5640869141,5035.7690429688,4729.8715820313,744.8717651367,7261.1538085938,7203.2050781250,7210.7690429688,110.6410140991,266.7948608398,1984.6153564453,2580.3845214844,3700.2563476563,,,
1384.1250000000,1,5089.6152343750,1167.8205566406,4632.4360351563,8236.9228515625,7266.6665039063,7658.4614257813,6178.5898437500,756.1538085938,4758.2050781250,7684.7436523438,2909.1025390625,1597.4359130859,5743.9741210938,7675.7690429688,5323.2050781250,6283.3334960938,,,
1384.1328125000,1,7613.5898437500,2625.8974609375,6002.4360351563,8370.1279296875,8331.1542968750,923.9743652344,4746.0258789063,946.5384521484,2772.6923828125,2818.0769042969,5357.0512695313,5755.2563476563,2304.3588867188,1452.6922607422,7516.9228515625,5387.0512695313,,,
1384.1406250000,1,557.3076782227,6520.7690429688,3883.3332519531,3692.9487304688,2688.4614257813,3821.0256347656,6285.5126953125,2129.8718261719,6560.2563476563,1779.7435302734,7731.2822265625,7522.0512695313,1615.5128173828,1007.9487304688,3685.0000000000,1496.9230957031,,,
1384.1484375000,1,1838.8461914063,1018.0769042969,4001.9230957031,3055.2563476563,2146.0256347656,64.1025543213,7872.3076171875,3273.2050781250,2014.4871826172,3943.0769042969,4948.3334960938,3103.2050781250,1524.6153564453,3942.1794433594,3619.8718261719,5483.9741210938,,,
1384.1562500000,1,4373.5898437500,4000.2563476563,3139.2307128906,6484.7436523438,5458.3334960938,6941.2822265625,3522.4357910156,2026.4102783203,113.9743499756,7866.2822265625,3155.8974609375,6105.2563476563,1526.2821044922,6000.6411132813,7404.8715820313,2619.2307128906,,,
1384.1640625000,1,6085.2563476563,2865.0000000000,4131.5385742188,1468.9743652344,1551.1538085938,3516.2819824219,0.6410166621,2256.5385742188,2755.7692871094,7016.6665039063,7027.6923828125,7966.5385742188,721.6666870117,6902.9487304688,520.6409912109,1698.5897216797,,,
1384.1718750000,1,5121.2822265625,3531.4101562500,3405.2563476563,654.1025390625,7885.1284179688,667.0512695313,2983.4614257813,3302.0512695313,589.3589477539,6979.3588867188,7184.8715820313,7813.3334960938,5225.6411132813,6149.6152343750,3014.1025390625,3196.2819824219,,,
1384.1796875000,1,7175.8974609375,4883.2050781250,8080.5126953125,8065.1284179688,3785.8974609375,4338.5898437500,8382.9482421875,3458.3332519531,3661.0256347656,6670.7690429688,7906.4101562500,7874.1025390625,5259.3588867188,5835.1284179688,3227.0512695313,1793.7178955078,,,
1384.1875000000,1,7552.9487304688,5322.8203125000,4652.6923828125,2974.6154785156,5734.1025390625,1701.6666259766,3875.3845214844,3172.5642089844,5314.7436523438,2130.5126953125,848.8461303711,1396.5384521484,122.0512695313,1483.0769042969,6953.3334960938,1466.5384521484,,,
1384.1953125000,1,5712.0512695313,4783.3334960938,7956.1538085938,8261.5380859375,6775.3847656250,2791.2819824219,3580.2563476563,2456.1538085938,512.6923217773,841.7948608398,1196.9230957031,7589.1025390625,7475.6411132813,7958.7177734375,5171.4101562500,2077.3076171875,,,
1384.2031250000,1,5263.3334960938,4145.1284179688,37.5640945435,3429.2307128906,7059.4873046875,5087.1796875000,7313.9746093750,719.1025390625,1982.5640869141,1450.0000000000,6689.1025390625,5029.1025390625,210.1281890869,3148.9743652344,2534.1025390625,5899.7436523438,,,
1384.2109375000,1,261.6666564941,4508.5898437500,3033.8461914063,6149.7436523438,6715.6411132813,8342.4355468750,4168.5898437500,4414.4873046875,423.3333129883,2052.1794433594,4841.0258789063,2127.9487304688,3924.8718261719,7287.5639648438,5622.1796875000,2424.8718261719,,,
1384.2187500000,1,6070.1284179688,266.6666564941,2294.1025390625,2111.9230957031,6237.1796875000,4197.3076171875,5303.0771484375,5742.1796875000,547.0512695313,5681.9228515625,4511.9228515625,5971.5385742188,7094.2309570313,4186.0258789063,2620.7692871094,7925.8974609375,,,
1384.2265625000,1,4259.1025390625,5439.4873046875,3102.4357910156,2170.1281738281,4182.4360351563,5265.0000000000,3803.4614257813,3352.4357910156,4970.1284179688,3324.2307128906,1876.6666259766,2252.0512695313,5192.9487304688,5893.5898437500,7180.8974609375,3116.7949218750,,,
1384.2343750000,1,2029.1025390625,3995.8974609375,1743.4615478516,8008.2050781250,159.4871673584,1186.9230957031,435.8974304199,7091.7949218750,277.5640869141,663.8461303711,2000.6409912109,1117.0512695313,898.8461303711,8236.0253906250,1667.9487304688,2864.4870605469,,,
1384.2421875000,1,2236.6667480469,320.0000000000,2192.4357910156,2093.9743652344,5496.4101562500,8212.8203125000,2172.1794433594,6803.7177734375,5968.3334960938,6807.3076171875,7890.8974609375,5966.5385742188,7789.6152343750,2681.5385742188,2690.0000000000,7854.3588867188,,,
1384.2500000000,1,2986.6667480469,2700.1281738281,4849.2309570313,42.9487075806,1691.1538085938,8010.5126953125,6094.4873046875,7658.7177734375,6565.1284179688,7643.2050781250,2504.7436523438,8400.1279296875,658.4615478516,730.8973999023,5355.2563476563,4200.5126953125,,,
1384.2578125000,1,8017.4360351563,5420.8974609375,2438.2050781250,4226.2822265625,1621.4102783203,5608.5898437500,5206.2822265625,5119.3588867188,2916.9230957031,1197.8205566406,6215.1284179688,4154.2309570313,5276.6665039063,654.4871826172,8231.2822265625,6054.3588867188,,,
1384.2656250000,1,7861.1538085938,5136.5385742188,5791.7949218750,765.0000000000,3462.5642089844,8367.5644531250,952.4359130859,1226.2821044922,2981.9230957031,2339.7436523438,3241.6667480469,3523.7180175781,366.1538391113,5362.1796875000,5682.0512695313,4217.3076171875,,,
1384.2734375000,1,1773.5897216797,3393.9743652344,7798.4614257813,5602.0512695313,2317.8205566406,3702.6923828125,1963.7178955078,6598.3334960938,861.0256347656,3987.8205566406,4453.2050781250,6331.5385742188,4744.4873046875,8181.6665039063,3205.3845214844,5896.7949218750,,,
1384.2812500000,1,8226.7949218750,7152.0512695313,431.2820434570,4106.2822265625,2918.5898437500,4850.2563476563,6593.0771484375,2466.4101562500,3664.3588867188,4876.4101562500,58.9743499756,7311.5385742188,3890.8974609375,3326.6667480469,212.0512695313,6705.1284179688,,,
1384.2890625000,1,3855.5129394531,5239.4873046875,6170.5126953125,2238.5898437500,1128.5897216797,1827.1794433594,2585.6411132813,3570.5129394531,6397.1796875000,6483.9741210938,456.0256347656,6130.7690429688,7036.2822265625,4797.3076171875,6605.3847656250,4179.2309570313,,,
1384.2968750000,1,249.9999847412,120.2564010620,2701.2819824219,2325.1281738281,8240.6406250000,2916.0256347656,3859.4870605469,5416.1538085938,7622.0512695313,79.7435836792,6646.0258789063,2960.6411132813,8284.7431640625,8233.0771484375,2560.8974609375,5610.7690429688,,,
1384.3046875000,1,8363.8457031250,1978.5897216797,5474.7436523438,6693.2050781250,1535.6409912109,7119.6152343750,5525.2563476563,5041.1538085938,7421.4101562500,7137.9487304688,3144.1025390625,5892.9487304688,8244.3593750000,4179.2309570313,6126.0258789063,508.4615173340,,,
1384.3125000000,1,1590.0000000000,5292.3076171875,7584.6152343750,7555.7690429688,2490.3845214844,2113.5898437500,7604.7436523438,16.7948627472,5094.6152343750,6096.1538085938,4261.2822265625,1019.6153564453,4942.8203125000,1590.7691650391,4121.2822265625,8348.8457031250,,,
1384.3203125000,1,3684.3588867188,8115.5126953125,1271.6666259766,4978.5898437500,2830.0000000000,5741.2822265625,2915.0000000000,5681.7949218750,7667.3076171875,1781.1538085938,682.0512695313,4748.5898437500,5160.7690429688,5538.8461914063,4923.7177734375,5796.2822265625,,,
1384.3281250000,1,1362.6922607422,6885.8974609375,3199.8718261719,3988.5898437500,3794.3588867188,1528.4615478516,7146.5385742188,1689.2307128906,6073.7177734375,6025.1284179688,343.4615173340,5451.7949218750,5967.6923828125,6930.1284179688,1577.9487304688,6129.7436523438,,,
1384.3359375000,1,583.2051391602,239.9999847412,1938.0769042969,4392.0512695313,4773.7177734375,5201.7949218750,2133.3332519531,807.6923217773,4083.2050781250,6110.2563476563,6670.8974609375,6049.3588867188,6864.8715820313,1744.8718261719,7994.8715820313,2793.3332519531,,,
1384.3437500000,1,7429.8715820313,1120.3846435547,3010.2563476563,4875.5126953125,5292.1796875000,2725.1281738281,858.7179565430,1418.3333740234,3829.3588867188,6276.4101562500,3745.5129394531,6738.4614257813,4546.6665039063,4561.1538085938,297.3076782227,7095.7690429688,,,
1384.3515625000,1,4283.4614257813,7349.8715820313,2150.3845214844,8244.2304687500,6476.5385742188,6573.2050781250,8056.1538085938,2679.2307128906,470.3846130371,4282.6923828125,4719.8715820313,6332.4360351563,6119.2309570313,5817.4360351563,6007.5639648438,4275.0000000000,,,
1384.3593750000,1,4349.8715820313,5550.7690429688,7342.6923828125,7289.2309570313,4344.7436523438,7552.4360351563,2946.6667480469,3620.3845214844,1031.0256347656,4428.9741210938,3177.6923828125,7984.3588867188,5173.2050781250,1550.3846435547,7112.0512695313,7483.9746093750,,,
1384.3671875000,1,4416.4101562500,4478.3334960938,5095.5126953125,3991.9230957031,5913.9741210938,2523.0769042969,2291.7949218750,6965.8974609375,4096.6665039063,5703.5898437500,7515.1284179688,3576.6667480469,6977.3076171875,2191.7949218750,5995.3847656250,205.6410217285,,,
1384.3750000000,1,834.3589477539,1494.2307128906,2293.5898437500,169.2307586670,2016.0256347656,1985.6409912109,2600.6411132813,3071.0256347656,7068.0771484375,7711.1538085938,3365.3845214844,2758.3332519531,6092.3076171875,56.4102478027,7779.8715820313,3202.1794433594,,,
1384.3828125000,1,5899.2309570313,2702.5642089844,2192.8205566406,7233.8461914063,990.6409912109,4556.6665039063,1695.2563476563,6157.1796875000,2669.3588867188,4083.9743652344,1938.3333740234,2903.7180175781,3573.9743652344,7782.9487304688,621.1538085938,2707.1794433594,,,
1384.3906250000,1,2540.0000000000,6834.6152343750,5506.9228515625,4442.6923828125,5196.1538085938,820.7692260742,6006.9228515625,3204.4870605469,8172.6923828125,6373.0771484375,6162.4360351563,1338.4615478516,7669.2309570313,3194.2307128906,7968.9746093750,8125.1284179688,,,
1384.3984375000,1,5703.2050781250,275.8974304199,3480.8974609375,2588.7180175781,5376.5385742188,1871.5384521484,410.5128173828,1408.3333740234,3815.3845214844,523.8461303711,2085.6411132813,4760.7690429688,4706.9228515625,718.5897216797,258.8461303711,5300.1284179688,,,
1384.4062500000,1,96.0256347656,2272.1794433594,1285.3846435547,6882.9487304688,1155.8974609375,7514.8715820313,978.5897216797,2289.4870605469,5274.2309570313,3574.2307128906,6797.5639648438,1324.6153564453,3925.6411132813,8187.5639648438,3639.1025390625,2652.4357910156,,,
1384.4140625000,1,6838.8461914063,6494.6152343750,1771.6666259766,6821.5385742188,704.2307739258,3062.3076171875,1141.6666259766,3782.6923828125,7707.1796875000,6227.1796875000,5424.8715820313,3756.4101562500,4659.4873046875,6605.5126953125,639.7435913086,7833.5898437500,,,
1384.4218750000,1,4868.7177734375,2803.5898437500,8126.5385742188,6643.3334960938,4163.3334960938,788.5897216797,5151.5385742188,7436.2822265625,8056.7949218750,1095.0000000000,1093.9743652344,4882.3076171875,3292.1794433594,5744.1025390625,2411.7949218750,4094.4870605469,,,
1384.4296875000,1,401.4102478027,4329.1025390625,1885.1281738281,705.1281738281,1401.9230957031,7692.9487304688,6039.3588867188,6566.2822265625,7292.4360351563,4464.7436523438,6627.3076171875,5431.1538085938,5809.2309570313,2716.5385742188,8320.2568359375,4616.2822265625,,,
1384.4375000000,1,3591.5385742188,6653.2050781250,7367.1796875000,761.9230957031,4805.0000000000,5141.9228515625,5124.8715820313,6813.8461914063,2956.9230957031,1134.7435302734,3346.7949218750,1157.9487304688,3831.7949218750,6306.0258789063,1089.3590087891,331.2820434570,,,
1384.4453125000,1,72.8205032349,1582.1794433594,6339.4873046875,4779.7436523438,119.4871673584,3144.8718261719,7368.8461914063,3396.6667480469,4216.1538085938,348.3333129883,7237.0512695313,5854.3588867188,1046.5384521484,5583.4614257813,5753.2050781250,3179.7436523438,,,
1384.4531250000,1,3774.8718261719,5116.4101562500,4393.4614257813,5432.5639648438,3365.5129394531,4791.2822265625,1452.0512695313,2161.4101562500,3400.7692871094,4664.1025390625,7052.8203125000,4123.5898437500,5710.1284179688,5895.0000000000,4557.6923828125,7524.7436523438,,,
1384.4609375000,1,1507.4359130859,5844.4873046875,6396.9228515625,7087.9487304688,7821.5385742188,2277.6923828125,585.7692260742,8017.9487304688,8211.2822265625,3855.6411132813,6045.8974609375,3370.0000000000,3471.2819824219,7857.0512695313,6826.0258789063,3704.8718261719,,,
1384.4687500000,1,3829.8718261719,51.1538391113,3660.5129394531,7894.2309570313,2537.5642089844,3005.1281738281,2454.8718261719,6096.2822265625,7472.8203125000,897.3076782227,2420.5126953125,7703.4614257813,6162.0512695313,953.8461303711,1869.1025390625,8118.2050781250,,,
1384.4765625000,1,8213.5898437500,6474.1025390625,7948.2050781250,2571.9230957031,2397.9487304688,3426.1538085938,8111.5385742188,4559.3588867188,6035.2563476563,7479.4873046875,4426.0258789063,6813.9741210938,3430.8974609375,6944.4873046875,4404.2309570313,3535.2563476563,,,
1384.4843750000,1,5582.3076171875,7802.1796875000,7702.4360351563,292.8204956055,275.5128173828,6739.7436523438,5153.8461914063,5949.7436523438,1538.5897216797,2386.6667480469,5301.7949218750,2295.3845214844,7641.5385742188,1038.8461914063,6118.5898437500,8201.1542968750,,,
1384.4921875000,1,4412.9487304688,1135.0000000000,8075.8974609375,4212.1796875000,6839.6152343750,3116.1538085938,3478.4614257813,4713.8461914063,5364.4873046875,5056.4101562500,4546.9228515625,4965.7690429688,8085.5126953125,7426.4101562500,1980.1281738281,3345.1281738281,,,
1384.5000000000,1,6462.6923828125,5108.2050781250,2422.3076171875,3652.3076171875,6903.5898437500,7026.5385742188,6548.4614257813,6096.2822265625,2647.0512695313,5051.1538085938,3494.4870605469,4659.2309570313,2750.7692871094,6171.7949218750,244.9999847412,2546.5385742188,,,
1384.5078125000,1,1466.0256347656,8096.9228515625,6474.2309570313,7469.2309570313,6512.5639648438,5619.7436523438,5082.8203125000,8233.4619140625,6308.5898437500,7724.1025390625,7009.4873046875,1132.5640869141,5546.7949218750,4930.1284179688,854.1025390625,7911.9228515625,,,
1384.5156250000,1,5613.2050781250,2511.9230957031,4879.7436523438,416.6666564941,4506.6665039063,5742.1796875000,1109.8718261719,6002.9487304688,1991.9230957031,1039.7435302734,7638.5898437500,1032.0512695313,1604.6153564453,5056.2822265625,7619.6152343750,4915.3847656250,,,
